Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
79:21,79:22,"Oh, no!",,!اوه، نه,!اوه، نه,اوه نه,!اوه، نه
79:32,79:34,Getting a little tight.,!داره يکم تنگ ميشه,.داره یه کوچولو تنگ میشه,.داره یه کوچولو تنگ میشه,داره یه ذره تنگ میشه,.داره یه کوچولو تنگ میشه
79:48,79:50,<i>- No! - He's too strong!</i>,!نــه,!نه - !اون خیلی قویه -,!نه - !اون خیلی قویه -,<i>نه - اون خیلی قویه -</i>,!نه - !اون خیلی قویه -
79:50,79:52,<i>- There's no way out! - You can't beat him!</i>,!‏راه فراري نيست,!راه در رویی نیست - !تو نمیتونی شکستش بدی -,!راه در رویی نیست - !تو نمیتونی شکستش بدی -,<i>هیچ راه خروجی نیست - تو نمیتونی شکستش بدی -</i>,!راه در رویی نیست - !تو نمیتونی شکستش بدی -
79:53,79:54,<i>Help! I can't beat him.</i>,!کمک,.کمک! نمیتونم شکستش بدم,.کمک! نمیتونم شکستش بدم,<i>کمک! من نمیتونم شکستش بدم</i>,.کمک! نمیتونم شکستش بدم
79:54,79:55,<i>Hiro!</i>,,"!""هیرو""","!""هیرو""","<i>""هیرو""</i>","!""هیرو"""
79:56,79:58,<i>- Hiro? Hiro? - Help!</i>,!هیرو,"هیرو"" ؟ ""هیرو"" ؟"" - !کمک -","هیرو"" ؟ ""هیرو"" ؟"" - !کمک -","<i>""هیرو""؟""هیرو"" - کمک -</i>","هیرو"" ؟ ""هیرو"" ؟"" - !کمک -"
79:58,80:00,- That's it! <i>- Hiro.</i>,!‏خودشه,"!خودشه - .""هیرو"" -","!خودشه - .""هیرو"" -","خودشه - <i>""هیرو"" -</i>","!خودشه - .""هیرو"" -"
80:00,80:01,- I know how to beat him. <i>- Hiro.</i>,‏مي‌دونم چطور شکستش بدم,".میدونم چطوری شکستش بدم - .""هیرو"" -",".میدونم چطوری شکستش بدم - .""هیرو"" -","میدونم چطور شکستش بدم - <i>""هیرو""</i>",".میدونم چطوری شکستش بدم - .""هیرو"" -"
80:02,80:03,Listen up!,!‏گوش کنين,!گوش کنید,!گوش کنید,گوش کنید,!گوش کنید
80:03,80:04,<i>Use those big brains of yours</i>,...از مغزهای گنده‌تون استفاده کنین,مغز گنده تون رو به کار بندازین,مغز گنده تون رو به کار بندازین,<i>...از اون مغزهای گنده‌ـتون استفاده کنید</i>,مغز گنده تون رو به کار بندازین
80:05,80:06,<i>and think your way around the problem.</i>,!و به مشکلتون فکر کنین,.و جوانب مشکل ـتون رو در نظر بگیرید,.و جوانب مشکل ـتون رو در نظر بگیرید,<i>و به همه‌ی راه حل ها فکر کنید</i>,.و جوانب مشکل ـتون رو در نظر بگیرید
80:07,80:09,<i>Look for a new angle.</i>,!‏دنبال يه راه جديد باشين,.دنبال یه راه چاره جدید باشین,.دنبال یه راه چاره جدید باشین,<i>دنبال یه زاویه‌ی دید جدید باشید</i>,.دنبال یه راه چاره جدید باشین
80:21,80:24,My arms! They can't go any further!,!‏دستام !‏دیگه بيشتر از اين کشيده نمیشن,!دستام! بیشتر از این کش نمیان,!دستام! بیشتر از این کش نمیان,بازوهام، من بیش از این نمیتونم پیش برم,!دستام! بیشتر از این کش نمیان
80:25,80:28,"Wait a second, it's a suit.",!اینکه لباس ــه,.یه لحظه وایسا ببینم، این که یه لباسه,.یه لحظه وایسا ببینم، این که یه لباسه,یه لحظه وایسا، این یه لباسه,.یه لحظه وایسا ببینم، این که یه لباسه
80:29,80:30,"Hello, sign.",...سلام,.سلام عرض شد، تابلو,.سلام عرض شد، تابلو,سلام نشان,.سلام عرض شد، تابلو
80:30,80:32,Care to go for a little spin?,مشکلی نیست یکم به چرخی؟,دوست داری یه کوچولو بچرخی ؟,دوست داری یه کوچولو بچرخی ؟,میخوای یکم بچرخی؟,دوست داری یه کوچولو بچرخی ؟
80:33,80:34,Double spin!,!جرخش دوگانه,!چرخش دوبرابر,!چرخش دوبرابر,چرخش دوتایی,!چرخش دوبرابر
80:35,80:36,Behind-the-back spin!,!و !چرخش از پشت,!چرخش از پشت سر,!چرخش از پشت سر,چرخش به عقب,!چرخش از پشت سر
80:36,80:38,Yeah!,!ایول,!آره,!آره,آرره,!آره
80:38,80:39,Yeah!,!ایول,!ایول,!ایول,آرره,!ایول
80:50,80:51,Baymax!,!بی‌مکس,"!""بیمکس""","!""بیمکس""","""بیمکس""","!""بیمکس"""
80:57,80:58,Hiro.,!هیرو,".""هیرو""",".""هیرو""","""هیرو""",".""هیرو"""
81:16,81:17,I love that robot!,!عاشق اون روباتم,!من عاشق اون رباتم,!من عاشق اون رباتم,من عاشق اون روباتم,!من عاشق اون رباتم
81:24,81:28,"Okay, new plan. Forget the mask.",!بيخيالِ نقاب,.خیلی خب، نقشه جدید. ماسک رو بیخیال بشین,.خیلی خب، نقشه جدید. ماسک رو بیخیال بشین,خیل‌خب نقشه‌ی جدید بیخیال ماسک,.خیلی خب، نقشه جدید. ماسک رو بیخیال بشین
81:28,81:30,Take out the bots. They'll get sucked up into the portal.,بات‌ها رو از بين ببريد,.کلک روباتها رو بکنید .اونا به سمت داخل درگاه کشیده میشن,.کلک روباتها رو بکنید .اونا به سمت داخل درگاه کشیده میشن,روبات ها رو بیرون بکشید اونا به داخل دروازه کشیده میشن,.کلک روباتها رو بکنید .اونا به سمت داخل درگاه کشیده میشن
81:30,81:32,Now that is a plan!,!این شد نقشه,!حالا به این میگن نقشه,!حالا به این میگن نقشه,به این میگن نقشه,!حالا به این میگن نقشه
81:32,81:34,"Honey, Fred, can you give us some cover?",می‌تونین پوششمون بدین؟,"،""عزیزم، ""فرد میتونی یه کمی ما رو پوشش بدی ؟","،""عزیزم، ""فرد میتونی یه کمی ما رو پوشش بدی ؟","هانی""، ""فرد"" میتونید یکم پوشش‌ـمون بدید""","،""عزیزم، ""فرد میتونی یه کمی ما رو پوشش بدی ؟"
81:34,81:36,Like you have to ask.,!‏آخه اینم پرسيدن داره؟,.آخه اینم پرسیدن داره,.آخه اینم پرسیدن داره,نیازی به پرسیدن نداره,.آخه اینم پرسیدن داره
81:36,81:37,"Let's do this, Freddie!",!‏بريم تو کارش، فِرِدی,"!بزن بریم تو کارش، ""فردی"" جونم","!بزن بریم تو کارش، ""فردی"" جونم","""بیا انجامش بدیم ""فردی","!بزن بریم تو کارش، ""فردی"" جونم"
81:38,81:39,Smokescreen!,!صفحه‌ی دودي,!پوشش دودی,!پوشش دودی,پوشش با دود,!پوشش دودی
81:51,81:54,Ready and,آماده‌این؟,آماده و,آماده و,...اماده و,آماده و
81:54,81:56,dive!,!شیرجه,!شیرجه,!شیرجه,شیرجه,!شیرجه
82:03,82:06,"Whoa, the gravity's getting a little weird here, guys!",بچه‌ها، جاذبه اينجا داره یکم عجیب غریب میشه ها,وای، اینجا جاذبه زمین !یه کوچولو عجیبه، بچه ها,وای، اینجا جاذبه زمین !یه کوچولو عجیبه، بچه ها,بچه ها جاذبه اینجا داره یکمی عجیب میشه,وای، اینجا جاذبه زمین !یه کوچولو عجیبه، بچه ها
82:06,82:07,Wait.,!‏صبر کن,.صبرکن ببینم,.صبرکن ببینم,صبرکنید,.صبرکن ببینم
82:07,82:08,Let's use this!,!‏بيا ‏از اين استفاده کنيم,!بیا از این استفاده کنیم,!بیا از این استفاده کنیم,بیاید از این استفاده کنیم,!بیا از این استفاده کنیم
82:12,82:14,These are green blades of fury!,!‏ نور سبز رنگ خشم,!به اینا میگن تیغه های سبز خشم,!به اینا میگن تیغه های سبز خشم,اینا تیغه‌های سبز خشم هستن,!به اینا میگن تیغه های سبز خشم
82:16,82:17,Woman up!,!قوی باشین,!زن شجاع,!زن شجاع,زن، بالا,!زن شجاع
82:24,82:25,Double sign-spin.,!‏چرخش سه تایی تابلو,.چرخش دوتایی تابلو,.چرخش دوتایی تابلو,چرخش دوتایی نشان,.چرخش دوتایی تابلو
82:26,82:28,Now my signs are on fire!,!حالا تابلوم آتیشی شده,!حالا تابلوها آتشین هستن,!حالا تابلوها آتشین هستن,حالا نشان‌های من اتیش گرفتن,!حالا تابلوها آتشین هستن
82:36,82:38,Now that's a chemical reaction!,!اين شد واکنش شيميايي,!حالا به این میگن یه واکنش شیمیایی,!حالا به این میگن یه واکنش شیمیایی,به این میگن یه واکنش شیمیایی,!حالا به این میگن یه واکنش شیمیایی
82:41,82:45,Back kick. Knifehand. Roundhouse.,!لگد از پشت,.لگد به پشت. ضربه تیغه دست. ضربه روی پا,.لگد به پشت. ضربه تیغه دست. ضربه روی پا,ضربه‌ی عقب؛ دست برّنده! چرخش کامل,.لگد به پشت. ضربه تیغه دست. ضربه روی پا
82:45,82:46,Hammerfist.,!مشت چکشي,.مشت چکشی,.مشت چکشی,مشت آهنین,.مشت چکشی
82:51,82:54,This ends now!,!این پایان کاره,!این دیگه آخر کاره,!این دیگه آخر کاره,این حالا به پایان میرسه,!این دیگه آخر کاره
83:00,83:01,Looks like you're out of microbots.,انگار میکروبات‌هات تموم شد,.به نظر میرسه ریزرباتها ته کشیدن,.به نظر میرسه ریزرباتها ته کشیدن,"انگار ""میکربات""هات تموم شدن",.به نظر میرسه ریزرباتها ته کشیدن
83:02,83:03,What?,چی؟,چی ؟,چی ؟,چی؟,چی ؟
83:07,83:08,Baymax!,!بی‌مکس,"!""بیمکس""","!""بیمکس""","""بیمکس""","!""بیمکس"""
83:11,83:12,No!,,!نه,!نه,نه,!نه
83:20,83:24,Our programing prevents us from injuring a human being.,...برنامه‌ريزيمون ما رو از,برنامه ریزی مون اجازه .صدمه زدن به انسان نمیده,برنامه ریزی مون اجازه .صدمه زدن به انسان نمیده,برنامه نویسی ما از اسیب رسوندن به انسان جلوگیری میکنه,برنامه ریزی مون اجازه .صدمه زدن به انسان نمیده
83:24,83:26,But we'll take that.,‏ولي اونو برمي‌داريم,.اما ما اونو برمی داریم,.اما ما اونو برمی داریم,اما اونو میگیریم,.اما ما اونو برمی داریم
83:56,83:59,It's still on! We have to shut it down!,!‏هنوز روشنه,!اون هنوز روشنه! ما باید خاموشش کنیم,!اون هنوز روشنه! ما باید خاموشش کنیم,اون هنوز روشنه! باید خاموشش کنیم,!اون هنوز روشنه! ما باید خاموشش کنیم
83:59,84:01,We can't! The containment field is failing.,حفاظ ميدان داره از بین میره,!نمیتونیم .مهار کننده میدان داره ضعیف میشه,!نمیتونیم .مهار کننده میدان داره ضعیف میشه,ما نمیتونیم حصار میدان داره از بین میره,!نمیتونیم .مهار کننده میدان داره ضعیف میشه
84:02,84:04,The portal is gonna tear itself apart!,!‏دروازه خودش رو از بین می‌بره,!دروازه خودبخود منفجر میشه,!دروازه خودبخود منفجر میشه,دروازه داره خودشو متلاشی میکنه,!دروازه خودبخود منفجر میشه
84:04,84:06,"We need to get out of here, now!",!بايد از اينجا بریم,!ما باید از اینجا بریم، همین الان,!ما باید از اینجا بریم، همین الان,باید از اینجا بریم بیرون، حالا,!ما باید از اینجا بریم، همین الان
