Start Time,End Time,English,The.Wild.Robot.-open subtile.srt,The.Wild.Robot.2024.1080p.10bit.BluRay.6CH.x265.HEVC-PSA [Fa].srt,The.Wild.Robot.2024.480p.BluRay.x264-RMTeam.Fa.srt,The.Wild.Robot.2024.WEB.DigiMoviez.FA.srt,The.Wild.Robot.2024.WEB.Fa.srt,The_Wild_Robot_2024.srt
81:34,81:36,"Uh, guys?",بچه‌ها؟,‫بچه‌ها؟,آه، بچه‌ها؟,‫بچه‌ها؟,آه، بچه‌ها؟,عه ... بچه‌ها؟
81:42,81:44,What is happening?,چه اتفاقی داره می‌افته؟,‫چی شد یهو؟,چه اتفاقی داره می‌افته؟,‫چه خبره؟,چه اتفاقی داره می‌افته؟,چه خبره؟
81:44,81:47,You will be reconditioned and returned to rotation.,تعمیرت می‌کنم تا به حالت اولت برگردی,‫تعمیر میشی ‫و به جمع بقیه‌ی رازم‌ها برمی‌گردی,بازسازی و به چرخه وظایف برمی‌گردی,‫وضعیتت رو بهبود میدن و ‫دوباره به چرخه‌ی کار برمی‌گردی,بازسازی و به چرخه وظایف برمی‌گردی,بازسازی می‌شی و برای انجام وظایف، برگردونده می‌شی
81:47,81:52,"But first, we need everything inside that head of yours.",ولی قبلش، باید ببینم توی این سرت چی داره می‌گذره,‫ولی قبلش، به تمام چیزایی که توی سرته نیاز داریم,ولی قبلش به اطلاعاتت نیاز داریم,‫اما اول باید اطلاعاتی که توی سرته رو ‫در بیاریم,ولی قبلش به اطلاعاتت نیاز داریم,اول اول، به تمام چیزهایی که داخل سرته نیاز داریم
81:52,81:54,- Why? - You've changed.,چرا؟ - خیلی تغییر کردی -,‫تغییر کردی,چرا؟ - تو عوض شدی -,‫- واسه چی؟ ‫- تو عوض شدی,چرا؟ - تو عوض شدی -,چرا؟ - تو تغییر کردی -
81:55,81:57,The data you've amassed while on this island,اطلاعاتی که از این ،جزیره به دست آوردی,‫داده‌هایی که توی این جزیره جمع کردی,داده‌هایی که در این جزیره جمع‌آوری کردی,‫داده‌های که توی این که جزیره جمع‌آوری کردی,داده‌هایی که در این جزیره جمع‌آوری کردی,داده‌هایی که توی ... این جزیره جمع‌آوری کردی
81:57,82:00,is priceless to Universal Dynamics.,برای پویایی‌های جهانی خیلی باارزشه,‫برای یونیورسال داینامیکس بی‌اندازه باارزشه,برای یونیورسال داینامیکس خیلی با ارزشن,‫برای یونیورسال داینامیکس خیلی با ارزشـه,برای یونیورسال داینامیکس خیلی با ارزشن,برای یونیورسال داینامیکس خیلی باارزش‌ـه
82:08,82:11,"Please, I want to keep my memories.",خواهش میکنم، میخوام حافظه‌م رو نگه دارم,‫خواهش می‌کنم ‫می‌خوام خاطراتم رو نگه دارم,لطفا، می‌خوام خاطراتم رو نگه دارم,‫خواهش می‌کنم، ‫من می‌خوام خاطراتم رو نگه دارم,لطفا، می‌خوام خاطراتم رو نگه دارم,خواهش می‌کنم می‌خوام خاطراتم رو نگه دارم
82:11,82:14,Your memories are what we came for.,ما برای همین حافظه‌م اومدیم,‫ما اومدیم دنبال خاطراتت,اصلا واسه خاطراتت اومدیم اینجا,‫ما اصلاً‌ واسه خاطراتت اومدیم اینجا,اصلا واسه خاطراتت اومدیم اینجا,ما هم برای خاطراتت اومدیم
82:14,82:17,Can I keep just one?,میشه فقط یکیشو نگه دارم؟,‫میشه فقط یکیشو نگه دارم؟,می‌شه یکی از خاطرات رو نگه دارم؟,‫میشه فقط یکی از خاطراتم رو نگه دارم؟,می‌شه یکی از خاطرات رو نگه دارم؟,می‌شه فقط یکیش رو نگه دارم؟
82:17,82:19,Mmm... no.,نه,‫نه,اوم... نه,‫همم... نه,اوم... نه,هوم ... نه
82:21,82:24,Alert. Alert.,هشدار. هشدار,‫<i>هشدار</i>,هشدار، هشدار,‫هشدار. هشدار.,هشدار، هشدار,هشدار هشدار
82:24,82:28,Multiple objects in flight path.,چندین شِی در مسیر پرواز هستن,‫<i>چندین جسم در مسیر پرواز وجود دارند</i>,چندین شیء در مسیر پرواز هستن,‫چندین شیء در مسیر پرواز دیده می‌شود,چندین شیء در مسیر پرواز هستن,چندین شیء در مسیر پرواز هستن
82:28,82:29,Evasive action.,اقدام اجتنابی,‫<i>اقدام جهت جلوگیری از برخورد</i>,اقدام پیشگیرانه,‫اقدام برای فرار,اقدام پیشگیرانه,اقدام برای فرار
82:39,82:42,"Please, I want to keep my memories.",،خواهش میکنم میخوام حافظه‌م رو نگه دارم,‫خواهش می‌کنم ‫می‌خوام خاطراتم رو نگه دارم,لطفا، می‌خوام خاطراتم رو نگه دارم,‫خواهش می‌کنم، ‫می‌خوام خاطراتم رو نگه دارم,لطفا، می‌خوام خاطراتم رو نگه دارم,خواهش می‌کنم می‌خوام خاطراتم رو نگه دارم
82:42,82:44,Hello. I am home. Bonjour. Just ask.,سلام. من در خانه‌ام روز بخیر. فقط بپرسین,‫سلام. خونه‌م همین‌جاست ‫روز بخیر (فرانسوی). امر بفرمایید,.سلام. من اومدم خونه سلام. فقط بخواید,‫سلام. من اومدم خونه. ‫بنجور. کافیـه درخواست کنید.,.سلام. من اومدم خونه سلام. فقط بخواید,سلام. من اومدم سلام. فقط لب تر کنید
82:45,82:46,Brightbill. Hola. Roz.,براق نوک. سلام. راز,‫نوک‌براق. سلام (اسپانیایی). راز,برایت‌بیل. سلام. راز,‫برایت‌بیل. اولا. ‫رُز.,برایت‌بیل. سلام. راز,برایت‌بیل. سلام. راز
83:04,83:05,Roz!,راز,‫راز؟,راز,‫رُز!,راز,!راز
83:07,83:08,Roz!,راز,‫راز؟,راز,‫رُز!,راز,!راز
83:18,83:20,Roz?,راز؟,‫راز؟,راز؟,‫رُز؟,راز؟,راز؟
83:35,83:38,What happened was not your fault.,اتفاقی که افتاد تقصیر تو نبود,‫اتفاقی که افتاد تقصیر تو نبود,اتفاقی که افتاد تقصیر تو نبود,‫اتفاقی که افتاد تقصیر تو نبود,اتفاقی که افتاد تقصیر تو نبود,اتفاقی که افتاد، تقصیر تو نبود
83:39,83:43,But what you did to try and fix it is everything.,ولی کاری که برای جبرانش کردی بی‌نظیر بود,‫ولی کاری که برای جبران کردنش کردی ‫بی‌اندازه باارزشه,ولی تلاشی که برای درست کردنش کردی یک دنیا ارزش داره,‫تلاش‌هات برای درست کردنِ ‫ همه‌ی مشکلات خیلی مهم بود,ولی تلاشی که برای درست کردنش کردی یک دنیا ارزش داره,اما تلاشی که برای درست کردن همه‌چیز کردی، واقعا ارزشمند بود
83:49,83:50,I love you...,...خیلی دوستت دارم,‫دوستت دارم...,...دوستت دارم,‫دوستت دارم...,...دوستت دارم,... دوستت دارم
83:51,83:53,...Mom.,مامان...,‫مامان,مامان...,‫...مامان,مامان...,مامان
84:12,84:16,"I love you, too.",منم خیلی دوستت دارم,‫منم دوستت دارم,من هم دوستت دارم,‫من هم دوستت دارم,من هم دوستت دارم,منم دوستت دارم
84:16,84:19,Roz? Roz!,راز؟ راز,‫راز؟,راز؟ راز؟,‫رُز؟ رُز!,راز؟ راز؟,راز؟ !راز
84:24,84:25,Let's go home.,بیا بریم خونه,‫بیا بریم خونه,بیا بریم خونه,‫بریم خونه,بیا بریم خونه,بریم خونه
84:25,84:29,Alert. Rozzum unit escaping.,هشدار. یک واحد رازوم در حال فرار است,‫<i>هشدار! واحد رازم درحال فرار است</i>,هشدار. واحد رازوم در حال فرار است,‫هشدار. ‫واحد رُزوم در حال گریختن است.,هشدار. واحد رازوم در حال فرار است,هشدار واحد رازم درحال فرار
84:29,84:31,Impossible.,غیرممکنه,‫غیرممکنه,غیرممکنه,‫امکان نداره,غیرممکنه,امکان نداره
84:31,84:33,Where are we going?,داریم کجا می‌ریم؟,‫کجا داریم میریم؟,کجا می‌ریم؟,‫کجا داریم میریم؟,کجا می‌ریم؟,کجا داریم می‌ریم؟
84:33,84:36,Only one animal is big enough to stop this.,فقط یه حیوون به کار میاد که میتونه این آتیشو خاموش کنه,‫فقط یه حیوون اونقدر بزرگ هست ‫که جلوی آتش‌سوزی رو بگیره,فقط یک حیوان برای جلوگیری از اینا به اندازه کافی گنده‌ست,‫فقط یه حیوون اونقدر بزرگـه که ‫می‌تونه جلوی این وضع رو بگیره,فقط یک حیوان برای جلوگیری از اینا به اندازه کافی گنده‌ست,فقط یه حیوان ان‌قدر بزرگه که جلوی اینا رو بگیره
84:42,84:45,"Uh, Paddler, you got a minute?",پدلر، وقت داری؟,‫پدلر؟ یه دقیقه وقت داری؟,پدلر، یه لحظه وقت داری؟,پاروزن، یه دقیقه وقت داری؟,پدلر، یه لحظه وقت داری؟,پدلر، یه‌لحظه وقت داری؟
84:45,84:49,"Uh, we have suddenly taken an interest in your project.",ما یهویی راجب پروژه‌ت یه مقداری کنجکاو شدیم,‫یهویی پروژه‌ت نظر همه‌مونو جلب کرده,یهویی به پروژه‌ت علاقه‌مند شدیم,‫یهویی به پروژه‌ای که داری انجامش میدی ‫علاقه‌مند شدیم,یهویی به پروژه‌ت علاقه‌مند شدیم,یهویی به پروژه‌ات علاقه‌مند شدیم
84:49,84:51,Male bovine excrement.,ای تل و تاپاله‌های گاویان نر,‫چرت میگین اونم دوپهلو,برو خالی نباف,‫فضولات گاویان نر,برو خالی نباف,خواهشا زر نزن
84:51,84:54,"You're in trouble, and you need my tree.",،تو دردسر افتادین و به درخت من نیاز دارین,‫توی دردسر افتادین ‫و به درختم احتیاج دارین,توی دردسر افتادین و به درختم نیاز دارین,‫افتادین توی دردسر و ‫حالا به درخت من نیاز دارید,توی دردسر افتادین و به درختم نیاز دارین,توی دردسر افتادید و به درختم نیاز دارید
84:54,84:56,"Yes. Yes, we do.",آره. آره، درست می‌فرمایی,‫آره. آره، احتیاج داریم,آره، آره، درسته,‫آره. ‫آره، همینطوره.,آره، آره، درسته,آره آره، همین‌طوره
84:56,84:59,"Everyone that made fun of me and mocked my project,",هر کسی که من و پروژه‌م رو ،مسخره می‌کرده,‫تمام کسایی که بهم خندیدن ‫و پروژه‌م رو مسخره‌ کردن,تمام کسانی که بهم خندیدین ...و پروژه‌م رو مسخره کردین,‫تموم کسایی که مسخره‌م کردن و ‫پروژه‌م رو دست انداختن,تمام کسانی که بهم خندیدین ...و پروژه‌م رو مسخره کردین,تمام کسانی که من و ... پروژه‌ام رو مسخره کردید
84:59,85:01,admit you were wrong.,باید قبول کنه که اشتباه می‌کرده,‫اعتراف کنین اشتباه کردین,به اشتباه‌تون اعتراف کنید,‫باید اشتباه‌شون رو بپذیرن,به اشتباه‌تون اعتراف کنید,اقرار کنید اشتباه می‌کردید
85:01,85:03,"Oh, we're so sorry.",واقعا شرمنده‌ایم,‫- اوه، واقعاً شرمنده‌ایم ‫- شرمنده,اوه، به‌شدت متاسفیم,‫وای، شرمنده‌ایم,اوه، به‌شدت متاسفیم,اوه، خیلی متاسفیم
