112:58,113:00,All video evidence of abuse,‫تمام شواهد ویدئویی این آزارها,‫اون جنده‌رو دستگیر کنید!
113:00,113:02,will be presented to the Committee for review.,‫برای بازبینی به کمیته ارائه خواهند شد,‫خانوم، امروز شما و فرمانده ‫حجم زیادی از توهین‌های کلامی،
113:02,113:05,I suggest you have answers prepared for your hearing.,‫پیشنهاد می‌کنم پاسخ‌هاتون رو ‫برای جلسه‌ی دادرسی‌تون آماده کنین,‫خانوم، امروز شما و فرمانده ‫حجم زیادی از توهین‌های کلامی،
113:05,113:07,"Thanks, Zeke.",‫ممنون زیک,‫فیزیکی و رفتارهای ‫بی‌رحمانه رو نشون دادید
113:08,113:09,Maintain control onsite.,‫کنترل اینجا رو حفظ کنین,‫می‌خوای به جرم شورش اعدام بشی؟
113:19,113:21,"When we're within 100 feet of the Mama Creeper, sir,",‫قربان، وقتی به 30 متری کریپر مادر رسیدیم,‫ممنون زیک.
113:21,113:24,we'll start slowly circling the creature.,‫آروم شروع به چرخیدن به‌دور جانور می‌کنیم,‫وضعیت رو در محل کنترل کنید.
113:24,113:26,That'll be the cue to begin your final speech.,‫- اون‌موقع سخنرانی پایانی‌تون رو شروع کنین ‫- باشه,
113:26,113:27,Yes.,‫- اون‌موقع سخنرانی پایانی‌تون رو شروع کنین ‫- باشه,
113:27,113:30,"The other camera will track alongside you from the outside,",‫دوربین دوم همراه شما می‌چرخه ‫و از بیرون فیلم می‌گیره,
113:30,113:34,"making the scene absolutely spectacular, sir.",‫و صحنه‌ای خارق‌العاده خلق می‌کنه، قربان,‫وقتی به فاصله 100 فوتی ‫مامان آلام رسیدیم قربان،
113:35,113:38,I'll keep my speech short and tight.,‫یه سخنرانی کوتاه و مختصر می‌کنم,‫شروع می‌کنیم آروم دورش چرخیدن.
113:39,113:42,A marvelous address. No need to edit.,‫نطق شگفت‌انگیزی خواهد بود ‫نیازی به تدوین نیست,‫- این علامت شروع سخنرانی شماست. ‫- آره.
113:42,113:44,And then I blow up the Mickeys.,‫و بعد میکی‌ها رو می‌ترکونم,‫صحنه خیلی تماشایی می‌شه قربان.
113:44,113:46,<i>Un bouquet final.</i>,‫پایان زیبایی خواهد بود,‫صحنه خیلی تماشایی می‌شه قربان.
113:46,113:47,"You can do this, Nasha.",‫از پسش برمیای، ناشا,‫صحنه خیلی تماشایی می‌شه قربان.
113:47,113:49,We'll get things under control inside.,‫ما کنترل داخل سفینه رو به‌دست می‌گیریم,‫سخنرانی‌ام رو کوتاه و مختصر می‌کنم.
113:49,113:50,- Open the gate. - Okay.,‫- دروازه رو باز کن ‫- باشه,‫سخنرانی‌ام رو کوتاه و مختصر می‌کنم.
113:51,113:52,- See ya. - Good luck!,‫- بعداً می‌بینمت ‫- موفق باشی,‫یه عنوان عالی. نیازی به تغییر نداره.
113:59,114:01,Nasha's gonna figure this all out.,‫ناشا درستش می‌کنه,‫می‌تونی این کارو بکنی ناشا.
114:01,114:03,Zoco will be back safe.,‫زوکو صحیح و سالم برمی‌گرده,‫- دروازه رو باز کن. ‫- باشه.
114:04,114:05,Who is that?,‫اون کیه؟,‫- بعدا می‌بینمت. ‫- موفق باشی!
114:06,114:07,Who's coming?,‫کی داره میاد؟,
114:11,114:13,"Oh, shit.",‫اوه، گندش بزنن,‫ناشا رمز رو می‌فهمه. زوکو سالم برمی‌گرده.
114:39,114:40,Wow.,‫عجب,
114:44,114:44,Wait.,‫وایسا ببینم,
114:45,114:47,What is this bullshit?,‫این دیگه چه وضعشه؟,
114:49,114:51,Which one's the mama?,‫کدوم یکی مادرشونه؟,
114:52,114:54,What the fuck am I supposed to be looking at,‫وقتی دارم سخنرانی می‌کنم,
114:54,114:56,when I make my speech?,‫به چه کوفتی باید نگاه کنم؟,
114:58,115:01,I was gonna send them off with some dignity.,‫می‌خواستم با یکم کرامت ‫بفرستمشون برن اون دنیا,‫این چه مزخرفیه؟
115:01,115:04,Now those barbarians can fuck off!,‫حالا که اینطور شد ‫تمام این وحشیا برن به درک!,‫کدومشون مادره؟
115:05,115:08,"- Is that bazooka ready? - Yes, sir. Loading now.",‫- این بازوکا آماده‌ی شلیکه؟ ‫- بله قربان. دارم پرش می‌کنم,‫دارم به چی نگاه می‌کنم؟
115:09,115:11,We're gonna blast that mama bitch into oblivion.,‫قراره اون مادر سلیطه‌شون رو بفرستیم هوا,‫می‌خواستم با یه کم آبروریزی بکشمشون.
115:12,115:13,Who needs a fucking speech?,‫سخنرانی کیلو چنده,‫می‌خواستم با یه کم آبروریزی بکشمشون.
115:15,115:17,"I'll go hard, honey.",‫پدرشون رو در میارم، عزیزم,‫وقتشه این وحشی‌ها گم شن!
115:17,115:19,"That's the mama there, sir, can you see it?",‫مادرشون اونه، قربان. می‌بینینش؟,‫- آر پی جی آماده‌ست؟ ‫- بله قربان. داره آماده می‌شه.
115:19,115:21,It has a different shape.,‫شکلش متفاوته,‫- آر پی جی آماده‌ست؟ ‫- بله قربان. داره آماده می‌شه.
115:21,115:23,"Yes, it's her. Aim!",‫آره، خودشه. نشونه بگیر!,‫اون عوضی رو از روی زمین محو می‌کنیم.
115:25,115:27,"It's not her, dumbass!",‫اون نیست، احمق!,‫کی حوصله سخنرانی داره؟
115:27,115:28,"Sorry, sir.",‫شرمنده قربان,‫تمام تلاشمو می‌کنم.
115:34,115:36,Mickey!,‫میکی!,‫آره، خودشه. نشونه بگیر!
115:37,115:40,Nasha! Nasha!,‫ناشا!,‫- اون نیست احمق! ‫- ببخشید قربان.
115:45,115:46,Mickey?,‫میکی؟,
116:08,116:09,Time to say goodbye.,‫وقت خداحافظیه,
116:10,116:11,What?,‫چی؟,
116:23,116:25,Blast at the nearest pile!,‫اون توده‌ای که بهمون نزدیک‌تره رو بترکونین!,‫چی؟
116:26,116:30,Tear through them all until we get to the mama. Smash them!,‫همه‌شون رو بترکونین تا اینکه ‫مادرشون رو پیدا کنیم. نابودشون کنین!,
116:30,116:33,"Camera, make sure to get the blood and guts.",‫فیلم‌بردار، تمام خون و خونریزی‌ها رو بگیر,
116:33,116:36,Wait. That one there.,‫وایسا. اون یکی,
116:36,116:38,Shoot that one first. It's bigger.,‫اول اون یکی رو بزن. اون بزرگ‌تره,‫به نزدیک‌ترین توده شلیک کن!
116:38,116:39,Fire!,‫شلیک کن!,‫به نزدیک‌ترین توده شلیک کن!
116:39,116:40,"- Fire now! - Yes, sir.",‫- زود باش شلیک کن! ‫- چشم قربان,‫از بین صفوفشون رد شید ‫تا به مادر برسیم. نابودشون کنید!
116:45,116:46,Fire!,‫شلیک کن!,‫فیلمبردار، حتما خون و روده رو ثبت کن.
116:47,116:48,"No, sir, the bomb vest!",‫نه قربان، جلیقه‌ی انفجاری تنشه!,‫صبر کن، اینه.
116:48,116:50,"Head shot, you fucking idiot!",‫به سرش شلیک می‌کنم، احمق نفهم!,‫اول به اون شلیک کن، از همه بزرگتره.
116:50,116:51,"No! No, sir. It's too close!",‫نه! نه قربان. زیادی نزدیکه,‫اول به اون شلیک کن، از همه بزرگتره.
116:55,116:58,"Wait, sir! Stop, wait!",‫بس کنین قربان! نزنین، بس کنین!,‫شلیک کن!
117:01,117:04,"No, where... Oh, my God.",‫نه، کجا... وای خدا!,‫نه قربان. خیلی نزدیکه!
117:05,117:06,Mickey!,‫میکی!,
117:07,117:10,Nasha! Hey!,‫ناشا! سلام!,‫وایستا قربان! وایستا، صبر کن!
117:10,117:13,I knew you would make it. Is the baby okay?,‫می‌دونستم میای. بچه حالش خوبه؟,‫وایستا قربان! وایستا، صبر کن!
117:14,117:15,"No, no, no.",‫نه، نه، نه,‫نه، کجاست... خدای من.
117:16,117:18,What's going on?,‫اینجا چه خبره؟,‫نه، کجاست... خدای من.
117:18,117:20,Look!,‫نگاه کن!,‫میکی!
117:21,117:24,We have Zoco! Nasha brought her back.,‫زوکو پیش ماست! ناشا برش گردوند,‫ناشا!
117:24,117:25,Look.,‫نگاه کن,‫می‌دونستم موفق می‌شی. ‫بچه حالش خوبه؟
117:32,117:34,"Uh, Nasha,",‫ناشا,‫نگاه کن!
117:35,117:37,"Zoco's okay, right?",‫زوکو حالش خوبه، مگه نه؟,‫زوکو رو داریم! ناشا برش گردوند.
117:37,117:39,Hey!,‫هی!,‫نگاه کن.
117:40,117:41,Are you seeing this?,‫اینو می‌بینین؟,
117:43,117:47,One human!,‫یه انسان!,‫ناشا،
118:08,118:09,You're also afraid.,‫توام می‌ترسی,
118:12,118:14,We're both afraid.,‫جفتمون می‌ترسیم,
118:15,118:18,"Yeah, I'm afraid.",‫آره، می‌ترسم,
118:18,118:20,It means you're human.,‫این یعنی انسانی,
118:22,118:23,You're important.,‫اهمیت داری,
118:25,118:27,"Come to me, my boy.",‫بیا بغلم، پسرم,‫هر دومون ترسیدیم.
119:19,119:20,"{\an8} <i>Okay, guys...</i>",‫خیلی‌خب، بچه‌ها...,
119:20,119:25,"Guys, don't be shy. If you could sit down. Take your seats.",‫بچه‌ها، خجالت نکشین ‫بفرمایید. بفرمایید بشینید,
119:25,119:28,"The groundbreaking ceremony will come later,",‫مراسم کلنگ‌زنی بعداً شروع میشه,
119:28,119:30,but we'll start with the Expendable stuff.,‫ولی اول با قضیه‌ی فدایی‌ شروع می‌کنیم,‫شش ماه بعد، فصل بهار
119:30,119:33,"Mickey. Mickey, come up to the front, mate.",‫میکی. میکی ‫بیا این جلو بشین رفیق,‫شش ماه بعد، فصل بهار
119:33,119:37,"Could someone please sit in the front row, you fucking introverts?",‫میشه لطفاً یکی‌تون ردیف اول بشینه,‫بچه‌ها، خجالت نکشید. ‫اگه می‌تونید بشینید، بشینید.
119:43,119:45,"Hello, everyone.",‫سلام به همگی,‫میکی، بیا اینجا رفیق.
119:45,119:47,"I'm Nasha Barridge, member of the Committee.",‫من ناشا بریج هستم، یکی از اعضای کمیته,‫یکی می‌تونه تو ردیف جلو بشینه، ‫شما گوشه‌گیرهای عوضی؟
119:50,119:51,"After weeks of debate,",‫بعد از چندین هفته بحث و مذاکره,
119:51,119:54,we have finally come to this momentous day.,‫بالاخره به این روز مهم رسیدیم,
119:55,119:57,The day we abolish the Expendables program.,‫روزی که برنامه‌ی فدایی‌ها رو کنار می‌گذاریم,‫به همه خوش آمد می‌گم.
119:58,120:00,I would like to thank my fellow Committee members,‫می‌خوام از دیگر اعضای کمیته ‫بخاطر حمایت‌شون تشکر کنم,‫من ناشا بریدج هستم، عضو کمیته.
120:00,120:01,for their support.,‫می‌خوام از دیگر اعضای کمیته ‫بخاطر حمایت‌شون تشکر کنم,‫من ناشا بریدج هستم، عضو کمیته.
120:01,120:03,I've been really feeling the love.,‫لطف و محبتتون رو واقعاً حس کردم,‫بعد از هفته‌ها بحث،
120:03,120:07,"And especially, for fighting right to the end,",‫و بخصوص، بابت اینکه ‫تا آخر دست از مبارزه نکشید,‫بالاخره به این روز مهم رسیدیم.
120:07,120:09,and persuading the Committee,‫و اعضای کمیته رو راضی کرد,‫روزی که برنامه کسایی که می‌شه ‫ ازشون گذشت رو لغو می‌کنیم.
120:09,120:11,to permanently abolish human printing...,‫که چاپ انسان رو برای همیشه کنار بگذارن...,‫روزی که برنامه کسایی که می‌شه ‫ ازشون گذشت رو لغو می‌کنیم.
120:12,120:15,I would like to thank our very own Mickey Barnes.,‫ می‌خوام از میکی بارنز عزیزمون تشکر کنم,‫و می‌خوام از همکارانم در کمیته ‫به خاطر حمایت‌شون تشکر کنم.
