Start Time,End Time,English,How to Train Your Dragon- open subtitle.srt,How.to.Train.Your.Dragon.2025.AMZN.WEB-DL.Fa[UTF-8].srt
100:23,100:25,"Fishlegs, what do we got?",,فیش‌لگز، دشمن‌مون چیا داره؟
100:25,100:27,"Ooh, uh, heavily armored skull and tail,",,جمجمه و دمش کاملاً زره‌پوشه
100:28,100:30,perfect for bashing and crushing.,,که برای ضربه زدن و له کردن عالین
100:30,100:32,"Small eyes, large nostrils.",,چشم‌هاش ریز و سوراخ‌های بینی‌ش بزرگ هستن
100:32,100:34,Relies on hearing and smell.,,روی حس شنوایی و بویایی تکیه می‌کنه
100:34,100:37,- Got it. Astrid. - Okay.,,متوجه شدم. استرید - باشه -
100:37,100:40,"Snotlout, Fishlegs, hang in its blind spot.",,اسناتلات، فیش‌لگز برید توی نقطه‌ی کورش
100:40,100:43,Make some noise. Keep it confused.,,سروصدا کنین کاری کنین گیج بشه
100:43,100:46,"Ruff, Tuff, figure out its shot limit.",,راف، تاف ببینین حد و حدود پرتابش چقدره
100:46,100:47,Make it mad.,,عصبانیش کنین
100:47,100:49,That’s our specialty!,,!تخصص ما همینه
100:51,100:53,"Try not to get killed, guys!",,!سعی کنین خودتون رو به کشتن ندین، بچه‌ها
101:03,101:06,"Uh, this thing doesn’t have a blind spot.",,این که اصلاً نقطه‌ی کور نداره
101:10,101:11,There!,,!اونجاست
101:16,101:18,"Hey, bud.",,سلام رفیق
101:18,101:20,I’m good.,,حالم خوبه
101:20,101:21,Be careful.,,مراقب باش
101:26,101:28,"I know, I know, but I’m, uh... I’m here now.",,می‌دونم، می‌دونم ولی... ولی حالا دیگه اومدم
101:41,101:43,Keep hammering!,,!همینطوری بکوب
101:43,101:46,But we’re confusing our own dragons!,,!ولی داریم اژدهایان خودمون رو گیج می‌کنیم
101:46,101:48,"Oh, no!",,!وای، نه
101:54,101:56,This way!,,!از این طرف
101:56,101:58,This way! Come on! Come on!,,!از این طرف! بجنبین! بجنبین
101:58,101:59,"Guys, keep moving! Keep moving! Come on!",,!بچه‌ها، برین! برین! بجنبین
101:59,102:00,Go!,,!برین
102:01,102:02,Is that my kid?,,اون بچه‌ی منه؟
102:02,102:05,- Snotlout! - Come on! Throw it!,,!اسناتلات - !بجنب! بندازش -
102:07,102:09,"Whoa, girl.",,آروم باش دختر
102:09,102:11,Going down.,,دارم سقوط می‌کنم
102:14,102:15,I’m okay.,,حالم خوبه
102:15,102:17,Less okay.,,حالا کمتر خوبم
102:19,102:22,"I got you, Fishlegs.",,هواتو دارم، فیش‌لگز
102:31,102:32,What’s wrong?,,چی شده؟
102:32,102:34,Got something in your eye?,,چیزی رفته تو چشمت؟
102:35,102:38,"Yeah! Now, that’s a Top Slayer.",,!ایول! شکارچی برتر که میگن یعنی این
103:58,103:59,"You got it, bud.",,باشه رفیق
104:05,104:07,Hiccup.,,هیکاپ
104:09,104:12,I was only trying to protect you.,,فقط می‌خواستم ازت محافظت کنم
104:12,104:14,"I know, Dad.",,می‌دونم، بابا
104:15,104:17,Let me return the favor.,,حالا بذار منم همین‌کارو بکنم
104:19,104:21,"Whatever happens up there,",,هر اتفاقی هم که افتاد
104:21,104:25,I’m proud to call you my son.,,باعث افتخارمه که تو پسرمی
104:29,104:31,And that’s all I need.,,.و فقط همین رو می‌خوام
104:32,104:34,Let’s go.,,بزن بریم
104:38,104:39,He’s up!,,!پرواز کرد
104:40,104:42,"You two, get Snotlout.",,شما دو تا برید دنبال اسناتلات
104:42,104:44,I’ll distract the queen.,,من حواس ملکه رو پرت می‌کنم
104:46,104:49,That’s right. Eyes on me.,,آره. حواست به من باشه
104:51,104:52,RUFFNUT and TUFFNUT: Snotlout!,,!اسناتلات
104:56,104:57,Now!,,!حالا بپر
104:57,105:00,"Oh, you have got to be kidding me.",,حتماً شوخیت گرفته
105:06,105:08,Whoa!,,!ای وای
105:13,105:14,I can’t believe that worked.,,باورم نمیشه جواب داد
105:15,105:17,Yeah.,,آره
105:18,105:21,"No, no, no, girl.",,نه، نه، نه دختر
105:21,105:24,Fight it! Don’t listen to her!,,!مقاومت کن! به حرفش گوش نکن
105:24,105:25,Shake it off!,,!به‌خودت بیا
105:50,105:52,Astrid.,,استرید
106:07,106:09,Did you get her?,,گرفتیش؟
106:22,106:24,Go.,,برو
106:27,106:28,That thing has wings.,,بال هم داره
106:29,106:31,Let’s see if it can use them.,,ببینیم می‌تونه ازشون استفاده کنه یا نه
106:46,106:48,You think that did it?,,به‌نظرت کُفری شد؟
106:50,106:51,Yep.,,آره
107:06,107:09,"All right, bud. It’s time to disappear.",,خیلی‌خب، رفیق وقتشه ناپدید بشیم
107:14,107:17,Here it comes!,,!داره میاد
107:22,107:25,Quite the chief you have in the making there.,,پسرت چنان رئیسی بشه که نگو
107:25,107:27,Aye.,,آره
108:08,108:09,Watch out!,,!مراقب باش
108:13,108:15,"Okay, time’s up.",,خیلی‌خب، وقت تمومه
108:15,108:17,Let’s see if this works.,,ببینیم جواب میده یا نه
108:22,108:23,Is that all you’ve got?,,تمام زورت همین بود؟
108:42,108:44,"Stay with me, bud!",,!همینطوری برو، رفیق
108:44,108:46,Just a little bit longer!,,!فقط یکم دیگه
108:47,108:49,"Hold, Toothless!",,!ادامه بده، بی‌دندون
108:51,108:53,Now!,,!حالا
109:15,109:17,"Yeah, bud, we... No!",,!آره رفیق، ما... نه
109:36,109:38,Hiccup!,,!هیکاپ
109:43,109:45,Hiccup?,,هیکاپ؟
109:45,109:46,Son?,,پسرم؟
109:48,109:50,Hiccup!,,!هیکاپ
110:05,110:07,"Oh, son.",,وای، پسرم
110:19,110:21,I’m so sorry.,,واقعاً متاسفم
111:33,111:35,Hiccup.,,هیکاپ
111:43,111:45,He’s alive. He’s alive!,,زنده‌ست !زنده‌ست
111:48,111:50,Yeah!,,!ایول
111:50,111:52,Yes!,,!ایول
112:03,112:05,Thank you...,,...ازت ممنونم
112:06,112:08,...for saving my son.,,که پسرمو نجات دادی
112:09,112:12,"Well, you know... most of him.",,خب، می‌دونی... بخش اعظمش رو نجات داده
112:28,112:30,"Hey, Toothless.",,سلام بی‌دندون
112:32,112:33,Okay.,,خیلی‌خب
112:38,112:40,I’m in my house.,,توی خونه‌ی خودمم
112:42,112:43,You-You’re in my house.,,تو هم توی خونه‌ی منی
112:43,112:46,D-Does my dad know you’re here?,,بابام می‌دونه اینجایی؟
112:46,112:49,"Oh, come on.",,بیخیال بابا
113:37,113:38,"Thanks, bud.",,ممنون رفیق
113:42,113:44,"Okay, here we go.",,خیلی‌خب، بریم
114:13,114:15,"Toothless, stay.",,بی‌دندون، همین‌جا بمون
114:19,114:21,"Hey, hey, hey! Shouldn’t you be in bed?",,سلام! نباید الان توی تخت باشی؟
114:23,114:25,"Okay. Hold on tight, guys.",,خیلی‌خب. محکم بگیرین، بچه‌ها
114:25,114:28,Here we go.,,بریم
114:28,114:29,"Whoa, whoa!",,!آروم، آروم
114:36,114:38,Hey! Hey!,,!هی! هی
114:38,114:40,There you go!,,!بیا بگیرش
114:45,114:48,"- There he is! Oh, oh. - Oh! Okay.",,!ببین کی اینجاست! آخ! شرمنده - اوه! خیلی‌خب -
114:49,114:51,"So, what do you think?",,خب، نظرت چیه؟
114:51,114:54,A few changes since you’ve been out.,,وقتی بیهوش بودی یه سری چیزا رو تغییر دادیم
114:54,114:57,"Flying back here was, uh, quite an experience, let me tell you.",,پرواز کردن تا اینجا تجربه‌ی فراموش نشدنی‌ای بود
114:57,115:00,"Wait, wait, you... you rode a dragon?",,...وایسا، وایسا ببینم، تو تو سوار اژدها شدی؟
115:00,115:02,"Well... well, that monster burned",,خب... خب، هیولائه اکثر کشتی‌هامون رو
115:02,115:03,"all of our ships, so we didn’t really",,...خاکستر کرد، برای همین
115:03,115:05,- have much of a... - Hiccup!,,...چاره‌ی دیگه‌ای نداشتیم - !هیکاپ -
115:05,115:06,"Oh, no.",,وای، نه
115:06,115:08,What’d I do this time?,,باز چیکار کردم؟
115:08,115:09,Ow!,,!آخ
115:09,115:11,That’s for scaring me.,,این بابت ترسوندنم بود
115:11,115:13,"Okay, is it always gonna be like this? ’Cause...",,خیلی‌خب، قراره همیشه ...همین وضع باشه؟ آخه
115:16,115:19,And that’s for everything else.,,و اینم بابت بقیه‌ی چیزا
115:19,115:22,"You know, ’cause... ’cause I... I-I could get used to that.",,...آخه می‌دونی... آخه من که از خدامه
115:22,115:23,Yep.,,آره
115:24,115:28,Turns out all we needed was a little more of this.,,معلوم شد تنها چیزی که نیاز داشتیم یه کم از این بود
115:29,115:31,You just gestured to all of me.,,تو که الان به سرتاپام اشاره کردی
115:31,115:34,"Well, you know, most of you.",,خب، می‌دونی، به سر تا یه پات
115:34,115:37,New leg is my handiwork with just a dash,,این پای جدیدت هنر دست منه و برای محکم‌کاری
115:37,115:39,of your kooky flair thrown in for good measure.,,یه کم از اون طرح‌های عجیب‌ غریبت هم بهش اضافه کردم
115:39,115:40,Here we go.,,بفرما
115:40,115:42,Welcome home.,,خوش برگشتی
115:42,115:43,- You rebuilt it? - Yeah.,,بازسازیش کردی؟ - آره -
115:43,115:45,I found your designs.,,طرح‌هات رو پیدا کردم
115:45,115:47,Not too bad.,,بدک نبودن
115:47,115:49,Night Fury!,,!خشم شب
115:49,115:51,- Here he is. - What is it?,,ایناهاش - چیه؟ -
115:51,115:53,"What is it, huh?",,چیه، ها؟
115:53,115:55,Want to take it for a spin?,,می‌خوای بریم یه دوری باهاش بزنیم؟
116:06,116:08,This is Berk.,,"اینجا ""برک""ـه"
116:10,116:12,You’d have to be crazy to move here.,,آدم باید دیوونه باشه که بیاد اینجا زندگی کنه
116:14,116:16,Even crazier to stay.,,باید از اونم دیوونه‌تر باشی که اینجا بمونی
116:18,116:21,It’s not for the faint of heart.,,اینجا مناسب آدم‌های ترسو نیست
116:24,116:26,Whoo!,,!هورا
116:26,116:28,Any food that grows here,,...تمام خوردنی‌هایی که اینجا رشد می‌کنه
116:28,116:30,is tough and tasteless.,,سفت و بی‌مزه‌ هستن
116:30,116:32,Come on!,,!بجنب
116:32,116:34,The people that grow here...,,...مردمی که اینجا بزرگ میشن
116:34,116:35,- Whoa! - ...are even more so.,,از خوردنی‌هاش هم بدترن
116:39,116:43,The only upsides are the pets.,,تنها نکته‌ی مثبتش حیوون‌های دست‌آموزشه
116:43,116:46,While other places may have ponies or puppies...,,شاید بقیه‌ی جاها ...اسبچه یا توله‌سگ داشته باشن
116:46,116:50,"- Come on, bud. - ...we have...",,بزن بریم، رفیق - ...چیزی که ما داریم -
116:52,116:54,...dragons.,,اژدهاست
117:24,117:27,"♪ Luck, how she favors me ♪",,کانال رسمی تیم ترجمه‌ی سی‌نما @CinamaSub
117:27,117:30,♪ Through cold and stormy seas ♪,,:کانال تلگرام حسین اسماعیلی @BDSubs
117:30,117:33,♪ To reach such wond’rous sights ♪,,:کانال تلگرام حسین اسماعیلی @BDSubs
117:33,117:36,♪ I travel always forward ♪,,کانال تلگرام امیر طهماسبی @FarsiSubtitle1
117:36,117:40,"♪ Ho, where the dragons play ♪",,کانال تلگرام امیر طهماسبی @FarsiSubtitle1
117:40,117:43,♪ No harm shall come our way ♪,,...به یاد پدرم
117:43,117:45,♪ We sail for another day ♪,,...به یاد پدرم
117:45,117:49,"♪ Fare thee well, you are my homeward ♪",,
118:04,118:07,"♪ Love, you shall always be ♪",,
118:08,118:10,♪ The loving arms for me ♪,,
118:11,118:14,♪ No treasure can compare ♪,,
118:14,118:18,♪ No hardships make me falter yet ♪,,
118:18,118:20,♪ Do not shed a tear ♪,,
118:20,118:23,"♪ Bid me farewell, my dear ♪",,
118:23,118:26,♪ Fear not for my heart lies here ♪,,
118:26,118:29,♪ I return for you are my homeward ♪,,
118:29,118:32,♪ You are bringing me homeward ♪,,
118:33,118:35,♪ You are bringing me home. ♪,,
124:07,124:09,♪ Love ♪,,
124:09,124:14,♪ You shall always be ♪,,
124:14,124:21,♪ The loving arms for me ♪,,
124:21,124:27,♪ No treasure can compare ♪,,
124:28,124:30,♪ No hardships ♪,,
124:30,124:35,♪ Make me falter yet ♪,,
124:36,124:40,♪ Do not shed a tear ♪,,
124:40,124:47,"♪ Bid me farewell, my dear ♪",,
124:47,124:50,♪ Fear not ♪,,
124:50,124:53,♪ For my heart lies here ♪,,
124:53,124:55,♪ I return ♪,,
124:55,125:01,♪ For you are my homeward ♪,,
125:02,125:07,♪ You are bringing me ♪,,
125:07,125:13,♪ Homeward. ♪,,
